count_date,road_name,adt,latitude,longitude,sampling_count
1975-03-11,TRIANGLE RD (WAITAKERE),4294.0,-36.847375863433406,174.62714115626937,3
1975-03-11,LUCKENS RD,232.0,-36.8154654232746,174.62729490248245,11
1975-03-11,LINCOLN RD (HENDERSON),13296.0,-36.852634692270215,174.63014638685348,4
1975-03-11,MAKORA RD,2416.0,-36.83262304468585,174.61837384002774,8
1975-03-11,TRIANGLE RD (WAITAKERE),1715.0,-36.834525786956135,174.60367944213638,15
1975-03-15,BRIGHAM CREEK RD,2199.0,-36.793068609780114,174.61523249984054,3
1975-03-15,BRIGHAM CREEK RD,1652.0,-36.7965788269939,174.59759768609692,13
1975-04-11,SWANSON RD (HENDERSON),8691.0,-36.86270736275353,174.61397151149197,10
1975-04-11,SWANSON RD (HENDERSON),7048.0,-36.86136557169479,174.61255233054843,9
1975-04-11,SWANSON RD (HENDERSON),3379.0,-36.860589897186365,174.6105954404039,12
1975-04-11,PINE AVE,2320.0,-36.901347557109865,174.61670430579585,2
1975-04-11,WOODLANDS PARK RD,3664.0,-36.93729336768497,174.6442883491816,8
1975-04-11,SCENIC DR (TITIRANGI),1420.0,-36.93700983548201,174.64458542359156,11
1975-04-11,PARRS CROSS RD,2155.0,-36.899765137209954,174.61707494368454,13
1975-04-11,TE ATATU RD,13218.0,-36.846138714672854,174.65148538288173,7
1975-04-11,SCENIC DR (TITIRANGI),4930.0,-36.93850346133421,174.65385869552918,1
1975-04-11,ROYAL RD,3129.0,-36.83188841554056,174.61870596639855,12
1975-04-12,COLWILL RD,1098.0,-36.834185052382296,174.6247871767206,7
1975-05-11,PARRS CROSS RD,5678.0,-36.90488825236163,174.62541008800926,12
1975-05-11,WEST COAST RD (WAITAKERE),693.0,-36.93061713329102,174.58170858172298,4
1975-05-11,WEST COAST RD (WAITAKERE),644.0,-36.9325287872546,174.58097336835442,4
1975-05-11,POMARIA RD,5614.0,-36.862054374942865,174.62879849177097,15
1975-05-11,PARRS CROSS RD,7136.0,-36.90686163801303,174.6274273902581,15
1975-05-11,SCENIC DR (TITIRANGI),462.0,-36.9331481972222,174.5736992180817,10
1975-05-11,VODANOVICH RD,1076.0,-36.86282857430693,174.64522621993157,7
1975-05-11,SCHOOL RD (WAITAKERE),699.0,-36.865894717184055,174.64250991113468,10
1975-05-11,SCENIC DR (TITIRANGI),740.0,-36.93411080218836,174.57859201041023,9
1975-05-11,PIHA RD,208.0,-36.932926209366244,174.57480621854359,20
1975-05-11,LARNOCH RD,3637.0,-36.86329617094235,174.61508322914227,11
1975-05-11,VODANOVICH RD,1651.0,-36.86966860641073,174.63944952516698,8
1975-05-15,BRUCE MCLAREN RD,2425.0,-36.902879950374775,174.62132703633586,2
1975-06-11,TE ATATU RD,19800.0,-36.85894769189117,174.6520863143808,9
1975-06-11,ROYAL RD,1065.0,-36.83103211425272,174.63254710302394,8
1975-06-11,TE ATATU RD,11127.0,-36.866064887456325,174.6471465979841,8
1975-06-11,TE ATATU RD,8716.0,-36.88578366897829,174.64475374799733,11
1975-06-11,TE ATATU RD,17743.0,-36.864773064154896,174.64735443596038,7
1975-06-11,PIHA RD,249.0,-36.967823397329504,174.48843455183987,7
1975-06-15,EDMONTON RD,8744.0,-36.86565969019989,174.64386225291398,13
1975-07-11,GOLF RD (WAITAKERE),1019.0,-36.92656220448929,174.67560529130998,4
1975-07-11,HUIA RD (WAITAKERE),856.0,-36.9392884916747,174.6537970638863,11
1975-07-11,WISELEY RD,86.0,-36.7985419710606,174.64857969865173,2
1975-07-11,MAHOE RD,145.0,-36.94994707372822,174.65734045944316,1
1975-07-11,PATUROA RD,142.0,-36.95368030918594,174.6546361162769,2
1975-07-11,KOHU RD,697.0,-36.937298483877356,174.64522042180968,5
1975-07-11,THE DRIVE (WAITAKERE),124.0,-36.938256708054936,174.6502152968675,1
1975-07-11,MCELDOWNEY RD,94.0,-36.9534326142535,174.651710742603,1
1975-07-11,WOONTONS LANE,15.0,-36.951748282246655,174.65292095713608,2
1975-07-11,MCENTEE RD (WAITAKERE),259.0,-36.85477424596247,174.55524349930482,1
1975-07-11,KAURI RD (WHENUAPAI),1115.0,-36.7816567893297,174.64420623948482,1
1975-07-11,WILLIAMS RD (WAITAKERE),142.0,-36.80025025289326,174.64433471084843,2
1975-07-11,VALLEY RD (TITIRANGI),166.0,-36.94907245946428,174.66509278387528,2
1975-07-11,METCALFE RD,1147.0,-36.868965201059076,174.6044776974997,9
1975-07-11,TITIRANGI RD,7346.0,-36.937886784288956,174.65606861581668,8
1975-07-11,POOKS RD,1188.0,-36.86834177027957,174.6045880599062,10
1975-07-11,SCENIC DR (TITIRANGI),5203.0,-36.93858502720543,174.65382677274067,8
1975-07-11,KAURI POINT RD,135.0,-36.97011373385612,174.63563689399643,2
1975-07-12,COLWILL RD,210.0,-36.833852458271814,174.63589255580578,2
1975-07-12,DON BUCK RD,2872.0,-36.858584786982185,174.60956625964027,17
1975-07-15,ATKINSON RD,2376.0,-36.93752248077279,174.65439891535138,10
1975-07-15,AVONLEIGH RD,1226.0,-36.93171806652664,174.67495469544997,5
1975-08-11,STURGES RD,239.0,-36.88915061908265,174.59548531457142,9
1975-08-11,TE ATATU RD,4185.0,-36.832666516371326,174.64801113079758,11
1975-08-11,KOTUKU ST,1269.0,-36.85090711771048,174.64887375207138,5
1975-08-11,FOSTER AVE,92.0,-37.00357981906754,174.57302604385532,1
1975-08-11,HEPBURN RD,1734.0,-36.892293355769134,174.65435346485722,6
1975-08-11,HEPBURN RD,3341.0,-36.89802373896447,174.64997687965382,2
1975-08-11,SIMPSON RD,221.0,-36.88519449356638,174.59407890872856,3
1975-08-11,YORK RD (NORTH),69.0,-36.94106760646965,174.6340163006852,2
1975-08-11,TARAIRE RD,107.0,-36.93985274679171,174.64236707708682,2
1975-08-11,TAINUI RD (WAITAKERE),270.0,-36.94010909097236,174.64273190424538,1
1975-08-11,TAINUI RD (WAITAKERE),270.0,-36.94255395567336,174.6412684552946,1
1975-08-11,YEOVIL RD,1827.0,-36.84424317584802,174.6510296588263,7
1975-08-11,TAIKATA RD,3390.0,-36.84121177017753,174.6512336184545,1
1975-08-11,VALLEY VIEW RD (FRENCH BAY),28.0,-36.942200815327,174.64073310687016,1
1975-08-11,MOUNTAIN RD (HENDERSON VALLEY),81.0,-36.9009116384908,174.57467543411536,3
1975-08-11,VINEYARD RD,130.0,-36.893623955251954,174.59327790010462,1
1975-08-11,HARBOUR VIEW RD (WAITAKERE),1209.0,-36.84093191160839,174.65256210598534,8
1975-08-11,HEPBURN RD,2631.0,-36.89472536331767,174.65188096904203,4
1975-08-11,GLORIA AVE,1614.0,-36.8488805662449,174.65006392481632,5
1975-08-12,COULTER RD,199.0,-36.88495123593503,174.59205409414113,2
1975-08-12,COULTER RD,96.0,-36.87359118211121,174.58822809658406,2
1975-08-15,BORDER RD,665.0,-36.89309973608828,174.61938069361977,4
1975-08-15,BARRON DR,119.0,-36.93177290309565,174.6793683436203,1
1975-08-15,CANDIA RD,774.0,-36.868575296998884,174.5892236478006,11
1975-09-11,KAURILANDS RD,2770.0,-36.92678274260496,174.65408817073398,9
1975-09-11,RED HILLS RD,1048.0,-36.8367989348246,174.6008786016436,8
1975-09-11,SWANSON RD (HENDERSON),4350.0,-36.860589897186365,174.6105954404039,12
1975-09-11,ROYAL RD,2199.0,-36.83123060882707,174.6060662880333,12
1975-09-11,KAURILANDS RD,3808.0,-36.92209499506952,174.64830641194825,7
1975-09-11,KONINI RD (WAITAKERE),1193.0,-36.924299343431464,174.64924077287688,10
1975-09-11,KIRBY ST,1250.0,-36.88959868814629,174.64523958241472,12
1975-09-12,FELGROVE ST,979.0,-36.89374104569553,174.6455192825319,2
1975-09-12,CRYSTAL AVE,308.0,-36.88497020887785,174.65141266239914,2
1975-09-12,DIVICH AVE,426.0,-36.87912548827988,174.6529922022253,2
1975-09-12,DON BUCK RD,3099.0,-36.858584786982185,174.60956625964027,17
1975-09-12,DON BUCK RD,2729.0,-36.84371736873824,174.6071909961291,7
1975-09-15,BUTTERWORTH DR,2501.0,-36.895163305632465,174.65214852158513,11
1975-09-15,BUTTERWORTH DR,1530.0,-36.899144469237505,174.6568806230603,12
1975-10-11,TE ATATU RD,11543.0,-36.846138714672854,174.65148538288173,7
1975-10-11,TE ATATU RD,2391.0,-36.831224297704786,174.64671312639388,10
1975-10-11,VODANOVICH RD,995.0,-36.86966860641073,174.63944952516698,8
1975-10-11,LYNDHURST RD,941.0,-36.8650904591231,174.6478660558892,5
1975-10-11,TE ATATU RD,7114.0,-36.8398748833204,174.6514403671227,9
1975-10-11,MATIPO RD (TE ATATU),888.0,-36.8321466690214,174.6458470693553,5
1975-10-11,SCHOOL RD (WAITAKERE),711.0,-36.865894717184055,174.64250991113468,10
1975-10-11,VODANOVICH RD,1001.0,-36.86282857430693,174.64522621993157,7
1975-10-11,WHARF RD (WAITAKERE),1445.0,-36.831636628619,174.6475293011594,2
1975-10-15,EDMONTON RD,8500.0,-36.86565969019989,174.64386225291398,13
1975-11-11,STRID RD,1463.0,-36.86979447254557,174.64599264280227,6
1975-11-11,ROYAL VIEW RD,1664.0,-36.859374661282736,174.65119814463108,8
1975-11-11,FLANSHAW RD,2973.0,-36.86461832936601,174.6468126585752,13
1975-11-11,TE ATATU RD,13334.0,-36.866064887456325,174.6471465979841,8
1975-11-11,TIROROA AVE,885.0,-36.8707839592646,174.64678796809284,3
1975-11-12,SCHOOL RD (WAITAKERE),2420.0,-36.8660571052172,174.6372745683266,12
1975-12-11,HOBSONVILLE RD,4993.0,-36.8148822713168,174.6277533992429,2
1976-01-01,PIHA RD,1239.0,-36.932926209366244,174.57480621854359,20
1976-01-01,PIHA RD,862.0,-36.967823397329504,174.48843455183987,7
1976-01-10,BRIGHAM CREEK RD,2031.0,-36.7965788269939,174.59759768609692,13
1976-01-11,WHATIPU RD,303.0,-37.016807846721186,174.55759605251552,4
1976-01-11,HUIA RD (WAITAKERE),759.0,-37.003540273829046,174.57260941104875,1
1976-01-22,DON BUCK RD,2081.0,-36.821362040791826,174.60729507387123,15
1976-02-11,ROYAL RD,1167.0,-36.83103211425272,174.63254710302394,8
1976-02-11,HUIA RD (WAITAKERE),2826.0,-36.93883639029766,174.65389957822154,2
1976-02-11,TRIG RD (WHENUAPAI),1743.0,-36.79853483534585,174.6209065683178,8
1976-02-11,NGAIO RD,323.0,-36.94022541541971,174.64018544138972,1
1976-02-11,TOTARA RD (WHENUAPAI),1542.0,-36.792185859277176,174.61319665298092,10
1976-02-11,KAURI RD (WHENUAPAI),1551.0,-36.79866178049691,174.63402284074562,9
1976-02-11,TRIANGLE RD (WAITAKERE),1866.0,-36.834525786956135,174.60367944213638,15
1976-02-12,COLWILL RD,1220.0,-36.834185052382296,174.6247871767206,7
1976-02-12,DON BUCK RD,3429.0,-36.858584786982185,174.60956625964027,17
1976-02-12,CORNWALLIS RD,375.0,-36.999301323514096,174.5957616086895,14
1976-02-14,BRIGHAM CREEK RD,2584.0,-36.793068609780114,174.61523249984054,3
1976-02-15,BRIGHAM CREEK RD,2226.0,-36.801046320805675,174.6441275633334,14
1976-02-15,BRIGHAM CREEK RD,2904.0,-36.79754589688547,174.6220401538066,8
1976-02-15,BRIGHAM CREEK RD,1464.0,-36.792866643082206,174.6141747652476,1
1976-02-15,GODLEY RD,5517.0,-36.92871130518724,174.68805833581365,10
1976-03-11,KOHU RD,901.0,-36.937298483877356,174.64522042180968,5
1976-03-11,SWANSON RD (HENDERSON),7252.0,-36.870933423650186,174.6201802947552,9
1976-03-11,ROYAL RD,2826.0,-36.83188841554056,174.61870596639855,12
1976-03-11,ROYAL RD,2814.0,-36.83123060882707,174.6060662880333,12
1976-03-11,METCALFE RD,1312.0,-36.868965201059076,174.6044776974997,9
1976-03-11,PARRS CROSS RD,5719.0,-36.90488825236163,174.62541008800926,12
1976-03-12,COLWILL RD,114.0,-36.832190791570454,174.63677663716632,3
1976-03-12,FOREST HILL RD,479.0,-36.9141892583779,174.60293273608886,9
1976-03-12,COLWILL RD,190.0,-36.833852458271814,174.63589255580578,2
1976-03-15,EDMONTON RD,7421.0,-36.87304813092343,174.6388374024873,10
1976-04-09,BRUCE MCLAREN RD,4639.0,-36.9032972110466,174.62113384371247,14
1976-04-11,RATHGAR RD,2606.0,-36.861310989064776,174.62186160092637,10
1976-04-11,LINCOLN RD (HENDERSON),10442.0,-36.87146558547343,174.62806716574985,5
1976-04-11,HEPBURN RD,2227.0,-36.892293355769134,174.65435346485722,6
1976-04-11,HEPBURN RD,3632.0,-36.89802373896447,174.64997687965382,2
1976-04-11,STURGES RD,2097.0,-36.877244052928575,174.61877651942137,2
1976-04-15,BUTTERWORTH DR,1127.0,-36.899144469237505,174.6568806230603,12
1976-04-15,BUTTERWORTH DR,1659.0,-36.895163305632465,174.65214852158513,11
1976-05-11,KARAKA RD,189.0,-36.77811363752914,174.62985512476962,1
1976-05-11,TE ATATU RD,9823.0,-36.88578366897829,174.64475374799733,11
1976-05-11,FOREST HILL RD,195.0,-36.93026222053325,174.5812858283171,9
1976-05-11,NORMAN RD (TITIRANGI),574.0,-36.922092106800015,174.66016123658662,2
1976-05-11,MCLEOD RD (TE ATATU),2661.0,-36.87890379708897,174.64167776566055,1
1976-05-11,VODANOVICH RD,700.0,-36.86966860641073,174.63944952516698,8
1976-05-11,FOREST HILL RD,783.0,-36.901067114989,174.6141282762569,3
1976-05-11,MOIRE RD,610.0,-36.8323621678085,174.62164257829903,11
1976-05-11,PUNGA RD,123.0,-36.78329074850319,174.6348729865166,1
1976-05-11,VIEW RD (WAITAKERE),176.0,-36.891569731071776,174.6389303757046,3
1976-05-11,HIGHLAND AVE,945.0,-36.92809091178019,174.6604597491515,2
1976-05-12,ELCOAT AVE,765.0,-36.88262225013072,174.6452357248035,1
1976-05-15,EDMONTON RD,9000.0,-36.87304813092343,174.6388374024873,10
1976-06-11,HENDERSON VALLEY RD,1757.0,-36.89694321665309,174.59646680161572,3
1976-06-11,HENDERSON VALLEY RD,1016.0,-36.89795945137081,174.5946249943414,12
1976-06-15,ATKINSON RD,4470.0,-36.921812459644116,174.6601776246851,10
1976-06-15,CANDIA RD,1171.0,-36.89689623579431,174.5959383599622,12
1976-07-11,LINCOLN PARK AVE,415.0,-36.84387179593415,174.61375490471661,8
1976-07-11,WAIMUMU RD,1818.0,-36.84444966918692,174.60836146253476,6
1976-07-11,WAIMUMU RD,3232.0,-36.84463344499396,174.6246718243528,3
1976-07-11,ZITA MARIA DR,1317.0,-36.84634438624079,174.6148723217646,9
1976-08-11,WEST COAST RD (WAITAKERE),1275.0,-36.91869043642721,174.60734889453906,6
1976-08-12,DON BUCK RD,4624.0,-36.858584786982185,174.60956625964027,17
1976-09-11,KIRBY ST,1294.0,-36.88959868814629,174.64523958241472,12
1976-09-11,PARKER RD (WAITAKERE),381.0,-36.91953818243999,174.61196931593705,5
1976-09-11,HOBSONVILLE RD,6052.0,-36.8181111559939,174.6157138555315,20
1976-09-11,SHAW RD (WAITAKERE),515.0,-36.91229412316728,174.62103242323195,7
1976-09-11,KIRBY ST,694.0,-36.887817980721096,174.6508007414186,4
1976-09-11,WEST COAST RD (WAITAKERE),7849.0,-36.90834824295406,174.62944566661946,9
1976-09-11,PARRS CROSS RD,7067.0,-36.90686163801303,174.6274273902581,15
1976-09-11,HOBSONVILLE RD,5649.0,-36.79830566380686,174.6480702676239,8
1976-09-11,MCLEOD RD (TE ATATU),2143.0,-36.8762232707652,174.64714037808133,1
1976-09-12,DIVICH AVE,565.0,-36.87912548827988,174.6529922022253,2
1976-09-15,BRIGHAM CREEK RD,2380.0,-36.7965788269939,174.59759768609692,13
1976-09-15,CARTER RD (WAITAKERE),295.0,-36.9164601683338,174.6149466160095,7
1976-09-15,BRIGHAM CREEK RD,3120.0,-36.801046320805675,174.6441275633334,14
1976-10-11,TAIKATA RD,3037.0,-36.841231349494215,174.6511218957092,12
1976-10-11,TE ATATU RD,15142.0,-36.8562027999015,174.65178045554353,10
1976-10-11,HARBOUR VIEW RD (WAITAKERE),1231.0,-36.84093191160839,174.65256210598534,8
1976-10-11,WEST COAST RD (WAITAKERE),8167.0,-36.90834824295406,174.62944566661946,9
1976-10-12,BEACH RD (WAITAKERE),852.0,-36.83970415465159,174.65658399135086,6
1976-10-15,BEACH RD (WAITAKERE),635.0,-36.832714038424335,174.6562650171856,2
1976-11-11,WESTERN RD,198.0,-36.96698251076232,174.6411189059737,2
1976-11-11,WEST COAST RD (WAITAKERE),3979.0,-36.9083481329866,174.62748142176818,18
1976-11-11,SHAW RD (WAITAKERE),724.0,-36.91229412316728,174.62103242323195,7
1976-11-11,LINCOLN PARK AVE,562.0,-36.83985328648493,174.61960277794978,8
1976-11-11,REDWOOD DR,561.0,-36.83721530183513,174.62598388438388,2
1976-11-11,ROYAL RD,4289.0,-36.83223846868352,174.62079898313868,13
1976-11-11,LAINGHOLM DR,248.0,-36.96623812648293,174.6382385776185,8
1976-11-11,WARNER PARK AVE,127.0,-36.966602880556586,174.63073165974978,1
1976-11-11,WAIMUMU RD,3331.0,-36.84463344499396,174.6246718243528,3
1976-11-11,TE ATATU RD,21912.0,-36.85894769189117,174.6520863143808,9
1976-11-11,VICTORY RD (LAINGHOLM),769.0,-36.96759912973194,174.6316964826876,3
1976-11-11,ROYAL RD,3297.0,-36.83123060882707,174.6060662880333,12
1976-11-11,MAKORA RD,711.0,-36.837194552007006,174.61759549499092,9
1976-11-15,COLWILL RD,1616.0,-36.834185052382296,174.6247871767206,7
1976-11-20,HURUHURU RD,738.0,-36.841391951660256,174.6237621505844,1
1976-12-01,STOTTHOLM RD,1487.0,-36.93210688661895,174.66782241283875,5
1976-12-01,TRIANGLE RD (WAITAKERE),1770.0,-36.837381471331675,174.61644440345646,12
1976-12-01,TAUPO ST,1293.0,-36.930163609597365,174.67971476063823,3
1976-12-01,GODLEY RD,4940.0,-36.93119414624084,174.6763129863231,8
1976-12-01,LA ROSA ST,1259.0,-36.92675431100051,174.67220775465802,3
1976-12-01,TRIANGLE RD (WAITAKERE),5464.0,-36.847375863433406,174.62714115626937,3
1976-12-01,LA ROSA ST,996.0,-36.930926379288074,174.675487515143,4
1976-12-11,GOLF RD (WAITAKERE),2094.0,-36.926072634224894,174.66362682865756,12
1976-12-11,STOTTHOLM RD,1138.0,-36.926609970540106,174.67093596681198,5
1976-12-25,PIHA RD,1259.0,-36.932926209366244,174.57480621854359,20
1977-01-01,PIHA RD,1464.0,-36.932926209366244,174.57480621854359,20
1977-01-11,KOHU RD,222.0,-36.93830538100893,174.65384318524144,2
1977-01-11,TE ATATU RD,19218.0,-36.864773064154896,174.64735443596038,7
1977-02-11,THE TERRACE (WAITAKERE),158.0,-36.78087432649117,174.651237828556,2
1977-02-11,WISELEY RD,123.0,-36.7985419710606,174.64857969865173,2
1977-02-11,LINCOLN RD (HENDERSON),11852.0,-36.86341026804175,174.62917502449196,11
1977-02-11,SCHOOL RD (WAITAKERE),889.0,-36.866267230066,174.63837842318776,9
1977-02-11,SCHOOL RD (WAITAKERE),1362.0,-36.865894717184055,174.64250991113468,10
1977-02-11,YORK RD (NORTH),39.0,-36.94106760646965,174.6340163006852,2
1977-02-11,YORK RD (SOUTH),51.0,-36.94238210802133,174.6341229820351,1
1977-02-11,TARAIRE RD,124.0,-36.93985274679171,174.64236707708682,2
1977-02-11,WILLIAMS RD (WAITAKERE),88.0,-36.80025025289326,174.64433471084843,2
1977-02-11,VALLEY RD (TITIRANGI),152.0,-36.94907245946428,174.66509278387528,2
1977-02-11,VODANOVICH RD,1061.0,-36.86648596654153,174.6382036053109,3
1977-02-11,VODANOVICH RD,949.0,-36.86560943157217,174.63836437464371,3
1977-02-12,COLWILL RD,137.0,-36.832190791570454,174.63677663716632,3
1977-02-15,EDMONTON RD,7645.0,-36.865814102197646,174.6431251745039,4
1977-02-15,EDMONTON RD,8430.0,-36.86565969019989,174.64386225291398,13
