,count_date,road_name,adt,latitude,longitude,sampling_count
103,2011-05-03,EAST COAST RD (TAKA/GLENFIELD/E.C,12392.0,-36.768229017144726,174.75747959140548,2
104,2010-03-16,EAST COAST RD (TAKA/GLENFIELD/E.C,13056.0,-36.76583082045917,174.75568834966762,6
105,2010-05-27,EAST COAST RD (TAKA/GLENFIELD/E.C,12216.0,-36.76583082045917,174.75568834966762,6
106,2010-08-11,EAST COAST RD (TAKA/GLENFIELD/E.C,11828.0,-36.76583082045917,174.75568834966762,6
107,2010-10-15,EAST COAST RD (TAKA/GLENFIELD/E.C,12143.0,-36.76583082045917,174.75568834966762,6
108,2011-03-04,EAST COAST RD (TAKA/GLENFIELD/E.C,12566.0,-36.76583082045917,174.75568834966762,6
109,2011-05-03,EAST COAST RD (TAKA/GLENFIELD/E.C,12326.0,-36.76583082045917,174.75568834966762,6
110,2010-02-10,EAST COAST RD (TAKA/GLENFIELD/E.C,15786.0,-36.7522268152151,174.74912794595096,1
111,2010-03-24,EAST COAST RD (TAKA/GLENFIELD/E.C,24740.0,-36.74561609972704,174.73954722206204,4
112,2010-06-12,EAST COAST RD (TAKA/GLENFIELD/E.C,23462.0,-36.74561609972704,174.73954722206204,4
113,2010-08-18,EAST COAST RD (TAKA/GLENFIELD/E.C,23272.0,-36.74561609972704,174.73954722206204,4
114,2010-10-26,EAST COAST RD (TAKA/GLENFIELD/E.C,22563.0,-36.74561609972704,174.73954722206204,4
115,2010-05-08,EAST COAST RD (TAKA/GLENFIELD/E.C,15113.0,-36.72792876594246,174.72983155711032,1
116,2011-08-17,EAST COAST RD (TAKA/GLENFIELD/E.C,12465.0,-36.726615377053264,174.72592773872745,1
117,2011-01-24,EAST COAST RD (TAKA/GLENFIELD/E.C,12113.0,-36.72094751631108,174.7239422256022,15
118,2011-02-21,EAST COAST RD (TAKA/GLENFIELD/E.C,13641.0,-36.72094751631108,174.7239422256022,15
119,2011-03-07,EAST COAST RD (TAKA/GLENFIELD/E.C,13361.0,-36.72094751631108,174.7239422256022,15
120,2011-04-04,EAST COAST RD (TAKA/GLENFIELD/E.C,13383.0,-36.72094751631108,174.7239422256022,15
121,2011-05-02,EAST COAST RD (TAKA/GLENFIELD/E.C,13380.0,-36.72094751631108,174.7239422256022,15
122,2011-05-09,EAST COAST RD (TAKA/GLENFIELD/E.C,13194.0,-36.72094751631108,174.7239422256022,15
123,2011-05-16,EAST COAST RD (TAKA/GLENFIELD/E.C,13201.0,-36.72094751631108,174.7239422256022,15
124,2011-05-23,EAST COAST RD (TAKA/GLENFIELD/E.C,13095.0,-36.72094751631108,174.7239422256022,15
125,2011-05-30,EAST COAST RD (TAKA/GLENFIELD/E.C,12633.0,-36.72094751631108,174.7239422256022,15
126,2011-06-06,EAST COAST RD (TAKA/GLENFIELD/E.C,11986.0,-36.72094751631108,174.7239422256022,15
127,2011-06-13,EAST COAST RD (TAKA/GLENFIELD/E.C,12869.0,-36.72094751631108,174.7239422256022,15
128,2011-06-20,EAST COAST RD (TAKA/GLENFIELD/E.C,12894.0,-36.72094751631108,174.7239422256022,15
129,2011-06-27,EAST COAST RD (TAKA/GLENFIELD/E.C,12909.0,-36.72094751631108,174.7239422256022,15
130,2011-08-31,EAST COAST RD (TAKA/GLENFIELD/E.C,12548.0,-36.72094751631108,174.7239422256022,15
131,2010-01-04,EAST COAST RD (TAKA/GLENFIELD/E.C,10089.0,-36.7209293326291,174.72395301584473,7
132,2010-03-01,EAST COAST RD (TAKA/GLENFIELD/E.C,14225.0,-36.7209293326291,174.72395301584473,7
133,2010-06-21,EAST COAST RD (TAKA/GLENFIELD/E.C,12929.0,-36.7209293326291,174.72395301584473,7
134,2010-09-06,EAST COAST RD (TAKA/GLENFIELD/E.C,12572.0,-36.7209293326291,174.72395301584473,7
135,2010-12-13,EAST COAST RD (TAKA/GLENFIELD/E.C,13210.0,-36.7209293326291,174.72395301584473,7
136,2011-02-28,EAST COAST RD (TAKA/GLENFIELD/E.C,13235.0,-36.7209293326291,174.72395301584473,7
137,2011-05-30,EAST COAST RD (TAKA/GLENFIELD/E.C,12591.0,-36.7209293326291,174.72395301584473,7
138,2011-02-17,EAST COAST RD (TAKA/GLENFIELD/E.C,10625.0,-36.72094751631108,174.7239422256022,15
139,2011-02-17,EAST COAST RD (TAKA/GLENFIELD/E.C,10576.0,-36.71549715730088,174.72498478002532,1
140,2011-08-17,EAST COAST RD (TAKA/GLENFIELD/E.C,14718.0,-36.7075215001034,174.72612743552784,1
141,2010-02-15,EAST COAST RD (TAKA/GLENFIELD/E.C,10557.0,-36.70247403401707,174.7211339239817,9
142,2010-03-22,EAST COAST RD (TAKA/GLENFIELD/E.C,10187.0,-36.70247403401707,174.7211339239817,9
143,2010-06-21,EAST COAST RD (TAKA/GLENFIELD/E.C,9423.0,-36.70247403401707,174.7211339239817,9
144,2010-08-23,EAST COAST RD (TAKA/GLENFIELD/E.C,9241.0,-36.70247403401707,174.7211339239817,9
145,2010-10-25,EAST COAST RD (TAKA/GLENFIELD/E.C,10010.0,-36.70247403401707,174.7211339239817,9
146,2010-12-06,EAST COAST RD (TAKA/GLENFIELD/E.C,10700.0,-36.70247403401707,174.7211339239817,9
147,2011-02-14,EAST COAST RD (TAKA/GLENFIELD/E.C,10569.0,-36.70247403401707,174.7211339239817,9
148,2011-03-14,EAST COAST RD (TAKA/GLENFIELD/E.C,10211.0,-36.70247403401707,174.7211339239817,9
149,2011-05-23,EAST COAST RD (TAKA/GLENFIELD/E.C,9461.0,-36.70247403401707,174.7211339239817,9
150,2012-03-02,EAST COAST RD (TAKA/GLENFIELD/E.C,10087.0,-36.702344373322354,174.72075043504367,15
151,2011-02-21,EAST COAST RD (TAKA/GLENFIELD/E.C,10483.0,-36.702344373322354,174.72075043504367,15
152,2011-03-07,EAST COAST RD (TAKA/GLENFIELD/E.C,10229.0,-36.702344373322354,174.72075043504367,15
153,2011-04-04,EAST COAST RD (TAKA/GLENFIELD/E.C,10078.0,-36.702344373322354,174.72075043504367,15
154,2011-05-02,EAST COAST RD (TAKA/GLENFIELD/E.C,9698.0,-36.702344373322354,174.72075043504367,15
155,2011-05-09,EAST COAST RD (TAKA/GLENFIELD/E.C,9721.0,-36.702344373322354,174.72075043504367,15
156,2011-05-16,EAST COAST RD (TAKA/GLENFIELD/E.C,9696.0,-36.702344373322354,174.72075043504367,15
157,2011-05-23,EAST COAST RD (TAKA/GLENFIELD/E.C,9499.0,-36.702344373322354,174.72075043504367,15
158,2011-05-30,EAST COAST RD (TAKA/GLENFIELD/E.C,9375.0,-36.702344373322354,174.72075043504367,15
159,2011-06-06,EAST COAST RD (TAKA/GLENFIELD/E.C,8927.0,-36.702344373322354,174.72075043504367,15
160,2011-06-13,EAST COAST RD (TAKA/GLENFIELD/E.C,9919.0,-36.702344373322354,174.72075043504367,15
161,2011-06-20,EAST COAST RD (TAKA/GLENFIELD/E.C,9387.0,-36.702344373322354,174.72075043504367,15
162,2011-06-27,EAST COAST RD (TAKA/GLENFIELD/E.C,9541.0,-36.702344373322354,174.72075043504367,15
163,2011-08-31,EAST COAST RD (TAKA/GLENFIELD/E.C,9352.0,-36.702344373322354,174.72075043504367,15
164,2011-11-02,EAST COAST RD (TAKA/GLENFIELD/E.C,9923.0,-36.702344373322354,174.72075043504367,15
165,2012-02-24,FORDYCE RD (PARAKAI),1120.0,-36.663473118836286,174.435391348188,2
166,2008-07-24,FORDYCE RD (PARAKAI),927.0,-36.663473118836286,174.435391348188,2
167,2009-09-08,FORDYCE RD (PARAKAI),146.0,-36.66971559708065,174.40629082538553,1
168,1989-01-05,FRED TAYLOR DR,11895.0,-36.81926779944015,174.61284567690362,1
169,1989-05-12,FRED TAYLOR DR,11895.0,-36.82024451031246,174.61061269009514,1
170,1997-05-06,FRED TAYLOR DR,18876.0,-36.82081240397623,174.6092792177573,1
171,1994-07-13,FRED TAYLOR DR,15602.0,-36.82118589408825,174.60832284920363,1
172,2001-06-09,FRED TAYLOR DR,23875.0,-36.821261318969505,174.60807777423287,2
173,2003-05-18,FRED TAYLOR DR,27092.0,-36.821261318969505,174.60807777423287,2
174,1998-05-22,FRED TAYLOR DR,19231.0,-36.821511825404635,174.60688337895454,1
175,2010-03-25,FRED TAYLOR DR,21272.0,-36.8200567764784,174.60449856626252,1
176,2002-02-17,FRED TAYLOR DR,22258.0,-36.81909778561853,174.60342468804603,2
177,2005-04-10,FRED TAYLOR DR,25144.0,-36.82018051220508,174.60468053194808,1
178,1997-05-06,FRED TAYLOR DR,18876.0,-36.81924870778301,174.6035960057777,2
179,1999-04-15,FRED TAYLOR DR,20557.0,-36.81924870778301,174.6035960057777,2
180,2001-03-17,FRED TAYLOR DR,22294.0,-36.81909778561853,174.60342468804603,2
181,2006-05-19,FRED TAYLOR DR,23229.0,-36.818422760425975,174.60268188050378,1
182,2003-03-09,FRED TAYLOR DR,24168.0,-36.81726192968843,174.6012002474231,1
183,2010-03-31,GLENBROOK RD,8636.0,-37.14060994767233,174.87989104205363,1
184,2010-10-27,WATERLOO RD (SILVERDALE),103.0,-36.61491152206154,174.6668115057641,1
185,2010-05-25,WAYBY STATION RD,185.0,-36.32958489420553,174.54567376314628,1
186,2012-03-22,WAYBY STATION RD,166.0,-36.32866386301289,174.54300411035683,1
187,2010-07-21,WAYBY STATION RD,89.0,-36.33581279936953,174.52823765419137,1
188,2008-11-26,WAYBY VALLEY RD,857.0,-36.327963579593,174.54696744902787,1
189,2009-10-07,WAYBY VALLEY RD,1291.0,-36.327574038320144,174.54711571294234,1
190,2010-05-25,WAYBY VALLEY RD,1172.0,-36.32838931347938,174.54680875871196,1
191,2012-03-29,WAYBY VALLEY RD,1362.0,-36.327528833353966,174.5471259594907,1
192,2010-05-25,WAYBY VALLEY RD,1195.0,-36.28494402543523,174.56584781340106,1
193,2008-11-26,WAYBY VALLEY RD,1168.0,-36.2947306924615,174.56745765063857,1
194,2009-10-15,WAYBY VALLEY RD,1155.0,-36.28459952298112,174.56599680944714,1
195,2009-10-22,WAYBY VALLEY RD,1153.0,-36.28589627675633,174.5654103289371,1
196,2010-04-26,WECH DR,178.0,-36.41109821365,174.6588099464894,1
197,2008-09-23,WEITI RD,558.0,-36.59273943171166,174.69730928778313,1
198,2012-02-28,WELLSFORD VALLEY RD,340.0,-36.28231433367184,174.5095797639747,1
199,2008-12-12,WELLSFORD VALLEY RD,311.0,-36.28266681588197,174.51022119605426,1
200,2009-08-12,WELLSFORD VALLEY RD,322.0,-36.282772573906065,174.51041251365191,1
201,2010-06-30,WELLSFORD VALLEY RD,340.0,-36.282719765242646,174.51031128909972,1
202,2009-08-12,WELLSFORD VALLEY RD,242.0,-36.27609962647745,174.49624501738396,1
203,2009-08-12,WELLSFORD VALLEY RD,280.0,-36.2788495107095,174.4715141606131,1
204,2012-02-28,WELLSFORD VALLEY RD,307.0,-36.27992946021965,174.46505458910858,1
205,2011-04-01,WELLSFORD VALLEY RD,276.0,-36.28071875131496,174.46096094203762,1
206,2012-02-28,WELLSFORD VALLEY RD,264.0,-36.28413917473278,174.45694952454596,2
207,2010-06-30,WELLSFORD VALLEY RD,255.0,-36.28413917473278,174.45694952454596,2
208,2010-11-25,WENZ BAYER RD,33.0,-36.53539518238127,174.61071601890393,1
209,2011-07-01,WEST COAST RD (WOODCOCKS),495.0,-36.50749061133192,174.4591819285854,1
210,2008-12-10,WEST COAST RD (WOODCOCKS),550.0,-36.50767467774561,174.4581357494615,1
211,2009-01-30,WEST COAST RD (WOODCOCKS),742.0,-36.507490338175,174.45920425605252,2
212,2010-08-27,WEST COAST RD (WOODCOCKS),419.0,-36.507490338175,174.45920425605252,2
213,2010-08-27,WEST COAST RD (WOODCOCKS),314.0,-36.49978438293147,174.49764642017854,1
214,2009-01-30,WEST COAST RD (WOODCOCKS),647.0,-36.499849470839436,174.4982059310083,1
215,2010-08-31,WEST COAST RD (WOODCOCKS),322.0,-36.492822136638395,174.52986592162537,1
216,2009-01-30,WEST COAST RD (WOODCOCKS),767.0,-36.47150572628561,174.54019487020946,1
217,2010-08-31,WEST COAST RD (WOODCOCKS),499.0,-36.45064976225535,174.56696323803104,1
218,2009-01-29,WEST COAST RD (WOODCOCKS),794.0,-36.45067738376806,174.56691916180557,1
219,2010-06-30,WEST HOE RD,4200.0,-36.58117811126803,174.691356062882,1
220,2011-09-13,WEST ST (HVILLE),303.0,-36.669502163212535,174.45112416049548,1
221,2012-04-05,WEZA LANE (NORTH),546.0,-36.77419231101988,174.56340674524606,1
222,2009-04-29,WEZA LANE (NORTH),288.0,-36.77399997914586,174.56363813763897,1
223,2008-09-29,WHAKAPIRAU RD,219.0,-36.25579308250081,174.50889117454804,3
224,2008-09-29,WHAKAPIRAU RD,161.0,-36.26639514266978,174.50022312136159,1
225,2009-03-27,WHAKAPIRAU RD,279.0,-36.25579308250081,174.50889117454804,3
226,2010-06-16,WHAKAPIRAU RD,230.0,-36.25579308250081,174.50889117454804,3
227,2010-06-16,WHAKAPIRAU RD,212.0,-36.27497244776303,174.49483187726116,1
228,2008-09-29,WHAKAPIRAU RD,166.0,-36.27493667625164,174.49480892915278,2
229,2009-03-27,WHAKAPIRAU RD,213.0,-36.27493667625164,174.49480892915278,2
230,2009-08-14,WHANGAPARAOA RD,18066.0,-36.61366648252126,174.68738058454838,1
231,2011-04-01,WHANGAPARAOA RD,21794.0,-36.61368829057356,174.6877500409891,2
232,2011-04-29,WHANGAPARAOA RD,23299.0,-36.61368829057356,174.6877500409891,2
233,2008-09-11,WHANGAPARAOA RD,28148.0,-36.61116953761385,174.71077243931862,1
234,2008-11-19,WHANGAPARAOA RD,29892.0,-36.61175093693421,174.71171330228478,1
235,2009-08-12,WHANGAPARAOA RD,30489.0,-36.61206810433788,174.7122234577847,2
236,2010-04-21,WHANGAPARAOA RD,31105.0,-36.61206810433788,174.7122234577847,2
237,2011-05-02,WHANGAPARAOA RD,31856.0,-36.612482783186586,174.71284758484057,1
238,2011-09-29,WHANGAPARAOA RD,15253.0,-36.638323606004256,174.7599592634451,1
239,2009-10-15,WHANGAPARAOA RD,9511.0,-36.61207753646805,174.77803453757573,1
240,2010-08-27,WHANGAPARAOA RD,10183.0,-36.61323070256746,174.77565709956082,1
241,2010-08-28,WHANGAPARAOA RD,4446.0,-36.61101693665342,174.78024632253502,1
242,2009-10-24,WHANGAPARAOA RD,3914.0,-36.61105314630566,174.78023597437596,1
243,2010-08-06,WHANGAPARAOA RD,3552.0,-36.609467046498,174.78262567088638,1
244,2011-05-06,WHANGAPARAOA RD,4130.0,-36.605168839174375,174.78794895477128,1
245,2009-08-19,WHANGAPARAOA RD,3825.0,-36.60538702475677,174.7866235868816,1
246,2011-05-02,WHANGAPARAOA RD,1025.0,-36.603159260247025,174.80584571787728,1
247,2009-10-07,WHANGAPARAOA RD,792.0,-36.60337446311853,174.80532529674872,1
248,2010-08-06,WHANGAPARAOA RD,740.0,-36.60312186289706,174.80593428202062,1
249,2008-12-04,WHANGARIPO VALLEY RD,1224.0,-36.294215865601274,174.5411894758604,1
250,2009-06-10,WHANGARIPO VALLEY RD,1060.0,-36.29289828829543,174.54270025233188,1
251,2010-06-02,WHANGARIPO VALLEY RD,1088.0,-36.29449650019529,174.53619505906002,1
252,2011-09-08,WHANGARIPO VALLEY RD,1179.0,-36.29469114932322,174.53928347848003,1
253,2012-02-28,WHANGARIPO VALLEY RD,1214.0,-36.29354821058828,174.54193356029708,1
254,2008-12-04,WHANGARIPO VALLEY RD,1128.0,-36.28286230780147,174.56166436185063,1
255,2009-06-10,WHANGARIPO VALLEY RD,994.0,-36.28458192718207,174.551443957196,2
256,2010-06-02,WHANGARIPO VALLEY RD,1006.0,-36.28458192718207,174.551443957196,2
257,2011-09-08,WHANGARIPO VALLEY RD,1246.0,-36.284693829004816,174.5511566806562,1
258,2012-02-28,WHANGARIPO VALLEY RD,1012.0,-36.285845902258295,174.54920868415059,1
259,2009-07-10,WHANGARIPO VALLEY RD,1972.0,-36.2832661345455,174.5666270752743,1
260,2010-06-03,WHANGARIPO VALLEY RD,1985.0,-36.28254586011627,174.56724731345452,1
261,2011-09-08,WHANGARIPO VALLEY RD,2660.0,-36.2835385406296,174.56647664321122,1
262,2012-02-27,WHANGARIPO VALLEY RD,2357.0,-36.28328430468056,174.56661630442414,1
263,2012-02-28,WHANGARIPO VALLEY RD,625.0,-36.28169440263286,174.570993527856,1
264,2008-12-02,WHANGARIPO VALLEY RD,675.0,-36.28186065939524,174.57137541209943,1
265,2009-07-21,WHANGARIPO VALLEY RD,512.0,-36.28190425695628,174.57148762499858,1
266,2012-02-28,WHANGARIPO VALLEY RD,515.0,-36.286674264813726,174.66203979888127,1
267,2008-12-10,WHANGARIPO VALLEY RD,479.0,-36.28672102559086,174.66191831221542,1
268,2009-07-21,WHANGARIPO VALLEY RD,361.0,-36.286935412025215,174.6614106749847,1
269,2010-06-04,WHANGARIPO VALLEY RD,373.0,-36.286832879643676,174.66165345836245,1
270,2010-03-02,WHAREHINE RD,163.0,-36.367000986444175,174.4495539289785,1
271,2008-07-15,WHAREHINE RD,137.0,-36.367041092862465,174.44922028727783,1
272,2008-07-10,WHAREHINE RD,288.0,-36.33010092733553,174.41677287845317,1
273,2009-08-18,WHAREHINE RD,89.0,-36.36702171582717,174.44933138976498,1
274,2009-09-18,WHAREHINE RD,299.0,-36.32902270635185,174.41647483344525,1
275,2010-02-26,WHAREHINE RD,303.0,-36.32915882078791,174.41639931180714,1
276,2011-03-17,WHAREHINE RD,296.0,-36.32977524757132,174.41610966624398,1
277,2008-07-15,WHAREHINE RD,403.0,-36.28943956609621,174.4300898901038,1
278,2009-08-18,WHAREHINE RD,453.0,-36.283632785726795,174.43321287999592,1
279,2010-04-03,WHAREHINE RD,437.0,-36.28332775916097,174.43384195642915,1
280,2011-03-17,WHAREHINE RD,433.0,-36.28370969052313,174.43281344994045,1
281,2009-12-11,WHARF RD (PORT ALBERT),186.0,-36.27876475798593,174.43096393911318,1
282,2009-03-20,WHITEHILLS RD,502.0,-36.61264637448599,174.58171853403354,1
283,2009-03-20,WHITEHILLS RD,891.0,-36.63228553191392,174.6148109898963,1
